,T-2/HT-2|GCA_001292635.1,T-2/HT-2|GCA_014898995.1,15-ADON|GCA_017656985.1,T-2/HT-2|GCA_018104275.1,T-2/HT-2|GCA_019054615.1,T-2/HT-2|GCA_019054645.1,15-ADON|GCA_019343145.1,15-ADON|GCA_020991245.1,NIV|GCA_025258505.1,NIV|GCA_032355295.1,15-ADON|GCA_037074405.1,3-ADON|GCA_037213105.1,15-ADON|GCA_037255895.1,T-2/HT-2|GCA_041870755.1,NIV|GCA_046056315.1,3-ADON|GCA_050916195.1,NIV|GCA_054553065.1,15-ADON|GCA_900044135.1,3-ADON|GCA_900074845.1,15-ADON|GCF_000240135.3,3-ADON|GCF_000303195.2,NIV|GCF_019609905.1,T-2/HT-2|GCF_050947815.1
T-2/HT-2|GCA_001292635.1,0.0,0.022268254790264112,0.1694736842105263,0.0,0.020703933747412008,0.01810657009829281,0.16974169741697417,0.1733403582718651,0.17727511835875856,0.17210526315789473,0.17281348788198103,0.17070600632244468,0.1733403582718651,0.1425598335067638,0.1398128898128898,0.1780322748568454,0.17157894736842105,0.1733403582718651,0.17175974710221287,0.1733403582718651,0.17851500789889416,0.1398128898128898,0.1425598335067638
T-2/HT-2|GCA_014898995.1,0.022268254790264112,0.0,0.17070600632244468,0.022268254790264112,0.026424870466321245,0.012428793371310202,0.17097625329815302,0.17405063291139242,0.17746182201158506,0.17281348788198103,0.17352320675105484,0.1729957805907173,0.17405063291139242,0.1421875,0.1404786680541103,0.18030224075039084,0.17228661749209695,0.17405063291139242,0.1729957805907173,0.17405063291139242,0.17975751186083289,0.1404786680541103,0.1421875
15-ADON|GCA_017656985.1,0.1694736842105263,0.17070600632244468,0.0,0.1694736842105263,0.17526315789473684,0.16894736842105262,0.0,0.035246727089627394,0.06135902636916836,0.0537525354969574,0.03474320241691843,0.03172205438066465,0.035246727089627394,0.18059159314997406,0.1812987012987013,0.042821158690176324,0.05425963488843814,0.035246727089627394,0.02727272727272727,0.035246727089627394,0.06947261663286004,0.1812987012987013,0.18031088082901556
T-2/HT-2|GCA_018104275.1,0.0,0.022268254790264112,0.1694736842105263,0.0,0.020703933747412008,0.01810657009829281,0.16974169741697417,0.1733403582718651,0.17727511835875856,0.17210526315789473,0.17281348788198103,0.17070600632244468,0.1733403582718651,0.1425598335067638,0.1398128898128898,0.1780322748568454,0.17157894736842105,0.1733403582718651,0.17175974710221287,0.1733403582718651,0.17851500789889416,0.1398128898128898,0.1425598335067638
T-2/HT-2|GCA_019054615.1,0.020703933747412008,0.026424870466321245,0.17526315789473684,0.020703933747412008,0.0,0.022256728778467908,0.17554032683183976,0.17860906217070602,0.18148342977380327,0.17789473684210527,0.1780821917808219,0.17755532139093783,0.17860906217070602,0.14731910463300366,0.1440457618304732,0.18323789692868298,0.17789473684210527,0.17860906217070602,0.17755532139093783,0.17860906217070602,0.18536071616640337,0.1440457618304732,0.14731910463300366
T-2/HT-2|GCA_019054645.1,0.01810657009829281,0.012428793371310202,0.16894736842105262,0.01810657009829281,0.022256728778467908,0.0,0.16921454928835003,0.17228661749209695,0.17674907943187795,0.17210526315789473,0.17175974710221287,0.17123287671232876,0.17228661749209695,0.13943808532778357,0.14033264033264034,0.17855283706402916,0.17157894736842105,0.17228661749209695,0.17123287671232876,0.17228661749209695,0.17904160084254872,0.14033264033264034,0.13943808532778357
15-ADON|GCA_019343145.1,0.16974169741697417,0.17097625329815302,0.0,0.16974169741697417,0.17554032683183976,0.16921454928835003,0.0,0.03530005042864347,0.061452513966480445,0.05383443372270188,0.03479576399394856,0.03177004538577912,0.03530005042864347,0.18087318087318088,0.18158168574401665,0.042885973763874874,0.05434230573895378,0.03530005042864347,0.027314112291350532,0.03530005042864347,0.06957846622651091,0.18158168574401665,0.18059159314997406
15-ADON|GCA_020991245.1,0.1733403582718651,0.17405063291139242,0.035246727089627394,0.1733403582718651,0.17860906217070602,0.17228661749209695,0.03530005042864347,0.0,0.06663301362948006,0.05813953488372093,0.0005,0.0185,0.002,0.1793675479523069,0.17506493506493506,0.049798792756539235,0.05915065722952477,0.0,0.02106318956870612,0.0,0.0696617869762746,0.17506493506493506,0.17908902691511386
NIV|GCA_025258505.1,0.17727511835875856,0.17746182201158506,0.06135902636916836,0.17727511835875856,0.18148342977380327,0.17674907943187795,0.061452513966480445,0.06663301362948006,0.0,0.019558676028084254,0.06612821807168097,0.06259464916708733,0.06663301362948006,0.18746763335059555,0.1842241826673586,0.07186234817813765,0.01804511278195489,0.06663301362948006,0.060759493670886074,0.06663301362948006,0.05460921843687375,0.1842241826673586,0.18717683557394002
NIV|GCA_032355295.1,0.17210526315789473,0.17281348788198103,0.0537525354969574,0.17210526315789473,0.17789473684210527,0.17210526315789473,0.05383443372270188,0.05813953488372093,0.019558676028084254,0.0,0.057633973710819006,0.05409504550050556,0.05813953488372093,0.18360995850622408,0.1801661474558671,0.06284845413076533,0.010515773660490736,0.05813953488372093,0.052231237322515216,0.05813953488372093,0.04824120603015075,0.1801661474558671,0.18332470222682548
