,T-2/HT-2|GCA_001292635.1,T-2/HT-2|GCA_014898995.1,15-ADON|GCA_017656985.1,T-2/HT-2|GCA_018104275.1,T-2/HT-2|GCA_019054615.1,T-2/HT-2|GCA_019054645.1,15-ADON|GCA_019343145.1,15-ADON|GCA_020991245.1,NIV|GCA_025258505.1,NIV|GCA_032355295.1,15-ADON|GCA_037074405.1,3-ADON|GCA_037213105.1,15-ADON|GCA_037255895.1,T-2/HT-2|GCA_041870755.1,NIV|GCA_046056315.1,3-ADON|GCA_050916195.1,NIV|GCA_054553065.1,15-ADON|GCA_900044135.1,3-ADON|GCA_900074845.1,15-ADON|GCF_000240135.3,3-ADON|GCF_000303195.2,NIV|GCF_019609905.1,T-2/HT-2|GCF_050947815.1
T-2/HT-2|GCA_001292635.1,0.0,0.0234,0.23254779902178746,0.0002,0.0224,0.022,0.23237714031576606,0.23063302346170872,0.21072319201995013,0.2134411947728687,0.23063302346170872,0.23262505533421868,0.23306772908366533,0.183851942241204,0.2743186350542876,0.22857764245324053,0.2191524719567927,0.23063302346170872,0.22522915757311218,0.23063302346170872,0.22429705945481862,0.27425786442179884,0.1842586943258084
T-2/HT-2|GCA_014898995.1,0.0234,0.0,0.23954042922176458,0.0236,0.013481828839390387,0.013286440015631106,0.2393755420641804,0.23807468163177206,0.21696772884107976,0.2200162074554295,0.23807468163177206,0.24023311029570474,0.240448953162098,0.18709036742800397,0.2758099352051836,0.23594313600678973,0.22560357070399675,0.23807468163177206,0.23206301894826484,0.23807468163177206,0.22909243345210648,0.2757503778881451,0.18768619662363456
15-ADON|GCA_017656985.1,0.23254779902178746,0.23954042922176458,0.0,0.23277012005335704,0.2386733145458487,0.2384565358768697,0.0,0.04252168394330442,0.08079526226734349,0.0746615905245347,0.04252168394330442,0.0467526972709964,0.048445102602073194,0.2260081949536338,0.322397923058768,0.07218458933107536,0.09394837071519255,0.04252168394330442,0.057741116751269035,0.04252168394330442,0.10281995661605206,0.3220858895705521,0.22579253827905973
T-2/HT-2|GCA_018104275.1,0.0002,0.0236,0.23277012005335704,0.0,0.0226,0.0222,0.23259951078496777,0.23085436033643206,0.21093100581878638,0.21364862061812903,0.23085436033643206,0.23284639220894202,0.23328906595838866,0.18405531828350621,0.2743186350542876,0.2287951283166594,0.2193601994183631,0.23085436033643206,0.22544740288083806,0.23085436033643206,0.22451169778922517,0.27425786442179884,0.18446207036811063
T-2/HT-2|GCA_019054615.1,0.0224,0.013481828839390387,0.2386733145458487,0.0226,0.0,0.011137162954279016,0.23850823937554205,0.23742715303259226,0.21717069210472906,0.2202188006482982,0.23742715303259226,0.2391538959637384,0.23936973883013166,0.18728897715988083,0.2751619870410367,0.23530659876936133,0.22519780888618382,0.23742715303259226,0.23185011709601874,0.23742715303259226,0.22993083211066861,0.27510256963938673,0.1878848063555114
T-2/HT-2|GCA_019054645.1,0.022,0.013286440015631106,0.2384565358768697,0.0222,0.011137162954279016,0.0,0.23829141370338247,0.23807468163177206,0.2177795818956769,0.22082658022690438,0.23807468163177206,0.24023311029570474,0.240448953162098,0.18867924528301888,0.27645788336933047,0.23615531508593252,0.22600933252180969,0.23807468163177206,0.23248882265275708,0.23807468163177206,0.22930203311674702,0.27661412221982296,0.18927507447864944
15-ADON|GCA_019343145.1,0.23237714031576606,0.2393755420641804,0.0,0.23259951078496777,0.23850823937554205,0.23829141370338247,0.0,0.04253968253968254,0.08082945408379179,0.07469318662716885,0.04253968253968254,0.04677248677248677,0.04846560846560847,0.22584124245038825,0.32223796033994334,0.07198814312936692,0.09398814563928874,0.04253968253968254,0.057765552264071096,0.04253968253968254,0.10284226513343458,0.3219258909605853,0.225625539257981
15-ADON|GCA_020991245.1,0.23063302346170872,0.23807468163177206,0.04252168394330442,0.23085436033643206,0.23742715303259226,0.23807468163177206,0.04253968253968254,0.0,0.07540016849199663,0.06781802864363942,0.0,0.00694006309148265,0.007782919646613378,0.22267554219454586,0.32041343669250644,0.07547965422728231,0.09207753898019384,0.0,0.0554034126816937,0.0,0.10204962243797196,0.3201033348990136,0.22267554219454586
NIV|GCA_025258505.1,0.21072319201995013,0.21696772884107976,0.08079526226734349,0.21093100581878638,0.21717069210472906,0.2177795818956769,0.08082945408379179,0.07540016849199663,0.0,0.015262636273538157,0.07540016849199663,0.07813816343723673,0.08108677337826453,0.20694528568544315,0.30118629173989453,0.07623782887922105,0.041228939544103074,0.07540016849199663,0.08496053178230162,0.07540016849199663,0.10334221857699405,0.300900505161432,0.20714718352513628
NIV|GCA_032355295.1,0.2134411947728687,0.2200162074554295,0.0746615905245347,0.21364862061812903,0.2202188006482982,0.22082658022690438,0.07469318662716885,0.06781802864363942,0.015262636273538157,0.0,0.06781802864363942,0.07139848357203032,0.07350463352990733,0.2097944377267231,0.3027844770883578,0.08310880829015543,0.04520222045995242,0.06781802864363942,0.08915211970074813,0.06781802864363942,0.10758196721311475,0.3024989039894783,0.20999596936719064
