,T-2/HT-2|GCA_001292635.1,T-2/HT-2|GCA_014898995.1,15-ADON|GCA_017656985.1,T-2/HT-2|GCA_018104275.1,T-2/HT-2|GCA_019054615.1,T-2/HT-2|GCA_019054645.1,15-ADON|GCA_019343145.1,15-ADON|GCA_020991245.1,NIV|GCA_025258505.1,NIV|GCA_032355295.1,15-ADON|GCA_037074405.1,3-ADON|GCA_037213105.1,15-ADON|GCA_037255895.1,T-2/HT-2|GCA_041870755.1,NIV|GCA_046056315.1,3-ADON|GCA_050916195.1,NIV|GCA_054553065.1,15-ADON|GCA_900044135.1,3-ADON|GCA_900074845.1,15-ADON|GCF_000240135.3,3-ADON|GCF_000303195.2,NIV|GCF_019609905.1,T-2/HT-2|GCF_050947815.1
T-2/HT-2|GCA_001292635.1,0.0,0.018471010774756286,0.1883219358232509,0.0010256410256410256,0.029835390946502057,0.01539250897896357,0.18789473684210525,0.18559411146161936,0.18310598111227702,0.18396226415094338,0.1861198738170347,0.18358758548132562,0.18664563617245006,0.1698615548455804,0.18214841722885314,0.18700890518596125,0.18238993710691823,0.18559411146161936,0.1861198738170347,0.18559411146161936,0.1881240147136101,0.18214841722885314,0.1698615548455804
T-2/HT-2|GCA_014898995.1,0.018471010774756286,0.0,0.1879265091863517,0.017957927142124165,0.03490759753593429,0.01894521249359959,0.1875,0.1852046169989507,0.18324607329842932,0.18514644351464435,0.18572927597061908,0.18320209973753282,0.1862539349422875,0.1716259298618491,0.184360435007768,0.18714061683220073,0.18305439330543932,0.1852046169989507,0.18572927597061908,0.1852046169989507,0.18720503408495018,0.184360435007768,0.1716259298618491
15-ADON|GCA_017656985.1,0.1883219358232509,0.1879265091863517,0.0,0.18884797475013151,0.1957894736842105,0.1879265091863517,0.0,0.03415369161225515,0.05620253164556962,0.05108750632271118,0.03465595178302361,0.033668341708542715,0.03566047212456052,0.1881918819188192,0.20420728578758338,0.05465587044534413,0.05412240768841679,0.03415369161225515,0.02914572864321608,0.03415369161225515,0.05380710659898477,0.20420728578758338,0.1881918819188192
T-2/HT-2|GCA_018104275.1,0.0010256410256410256,0.017957927142124165,0.18884797475013151,0.0,0.02880658436213992,0.014366341713699333,0.18842105263157893,0.1861198738170347,0.18363064008394545,0.18448637316561844,0.18664563617245006,0.1841136244082062,0.1871713985278654,0.1703940362087327,0.1826673585884795,0.18753273965426925,0.1829140461215933,0.1861198738170347,0.18664563617245006,0.1861198738170347,0.18864950078822912,0.1826673585884795,0.1703940362087327
T-2/HT-2|GCA_019054615.1,0.029835390946502057,0.03490759753593429,0.1957894736842105,0.02880658436213992,0.0,0.030800821355236138,0.1953659820958399,0.19253024723829562,0.1889763779527559,0.1903513371788149,0.19305628616517623,0.19052631578947368,0.1935823250920568,0.17900905700586042,0.19106957424714435,0.19654088050314467,0.1882538017829051,0.19253024723829562,0.1935823250920568,0.19253024723829562,0.1950578338590957,0.19106957424714435,0.17900905700586042
T-2/HT-2|GCA_019054645.1,0.01539250897896357,0.01894521249359959,0.1879265091863517,0.014366341713699333,0.030800821355236138,0.0,0.1875,0.1852046169989507,0.1837696335078534,0.1856694560669456,0.18572927597061908,0.18320209973753282,0.1862539349422875,0.17109458023379384,0.1817711030554117,0.18818609513852588,0.18357740585774057,0.1852046169989507,0.18572927597061908,0.1852046169989507,0.1882538017829051,0.1817711030554117,0.17109458023379384
15-ADON|GCA_019343145.1,0.18789473684210525,0.1875,0.0,0.18842105263157893,0.1953659820958399,0.1875,0.0,0.034170854271356785,0.05572441742654509,0.05060728744939271,0.034673366834170855,0.033685268979386625,0.035678391959798994,0.18829113924050633,0.20431211498973306,0.05468354430379747,0.053643724696356275,0.034170854271356785,0.029160382101558573,0.034170854271356785,0.05383443372270188,0.20431211498973306,0.18829113924050633
15-ADON|GCA_020991245.1,0.18559411146161936,0.1852046169989507,0.03415369161225515,0.1861198738170347,0.19253024723829562,0.1852046169989507,0.034170854271356785,0.0,0.06306760847628658,0.06451612903225806,0.0004997501249375312,0.0085,0.0014992503748125937,0.1833508956796628,0.19948717948717948,0.05446293494704992,0.06502016129032258,0.0,0.020030045067601403,0.0,0.05177664974619289,0.19948717948717948,0.1833508956796628
NIV|GCA_025258505.1,0.18310598111227702,0.18324607329842932,0.05620253164556962,0.18363064008394545,0.1889763779527559,0.1837696335078534,0.05572441742654509,0.06306760847628658,0.0,0.03562468640240843,0.06357214934409687,0.06057546693589096,0.06357214934409687,0.1861198738170347,0.2052200614124872,0.04919678714859438,0.02960361264425489,0.06306760847628658,0.05701311806256307,0.06306760847628658,0.06022267206477733,0.2052200614124872,0.1861198738170347
NIV|GCA_032355295.1,0.18396226415094338,0.18514644351464435,0.05108750632271118,0.18448637316561844,0.1903513371788149,0.1856694560669456,0.05060728744939271,0.06451612903225806,0.03562468640240843,0.0,0.06502016129032258,0.061522945032778616,0.06502016129032258,0.18539915966386555,0.2065439672801636,0.05155155155155155,0.0205,0.06451612903225806,0.05897177419354839,0.06451612903225806,0.06208985360928824,0.2065439672801636,0.18539915966386555
15-ADON|GCA_037074405.1,0.1861198738170347,0.18572927597061908,0.03465595178302361,0.18664563617245006,0.19305628616517623,0.18572927597061908,0.034673366834170855,0.0004997501249375312,0.06357214934409687,0.06502016129032258,0.0,0.009,0.001999000499750125,0.1838777660695469,0.2,0.054967221381744834,0.0655241935483871,0.0004997501249375312,0.020530796194291438,0.0004997501249375312,0.05228426395939086,0.2,0.1838777660695469
3-ADON|GCA_037213105.1,0.18358758548132562,0.18320209973753282,0.033668341708542715,0.1841136244082062,0.19052631578947368,0.18320209973753282,0.033685268979386625,0.0085,0.06057546693589096,0.061522945032778616,0.009,0.0,0.009,0.1823932525039536,0.19805028219599793,0.05398587285570131,0.06253151790216843,0.0085,0.018537074148296594,0.0085,0.05027932960893855,0.19805028219599793,0.1823932525039536
15-ADON|GCA_037255895.1,0.18664563617245006,0.1862539349422875,0.03566047212456052,0.1871713985278654,0.1935823250920568,0.1862539349422875,0.035678391959798994,0.0014992503748125937,0.06357214934409687,0.06502016129032258,0.001999000499750125,0.009,0.0,0.18440463645943098,0.2,0.05597579425113464,0.0655241935483871,0.0014992503748125937,0.020530796194291438,0.0014992503748125937,0.05228426395939086,0.2,0.18440463645943098
T-2/HT-2|GCA_041870755.1,0.1698615548455804,0.1716259298618491,0.1881918819188192,0.1703940362087327,0.17900905700586042,0.17109458023379384,0.18829113924050633,0.1833508956796628,0.1861198738170347,0.18539915966386555,0.1838777660695469,0.1823932525039536,0.18440463645943098,0.0,0.10604508196721311,0.1910761154855643,0.18592436974789917,0.1833508956796628,0.17966280295047418,0.1833508956796628,0.19167983149025802,0.10649087221095335,0.0010116337885685382
NIV|GCA_046056315.1,0.18214841722885314,0.184360435007768,0.20420728578758338,0.1826673585884795,0.19106957424714435,0.1817711030554117,0.20431211498973306,0.19948717948717948,0.2052200614124872,0.2065439672801636,0.2,0.19805028219599793,0.2,0.10604508196721311,0.0,0.20694941236586611,0.20449897750511248,0.19948717948717948,0.19641025641025642,0.19948717948717948,0.20502306509482318,0.0,0.10604508196721311
