TRI1|F_poae_DAOMC252244	NC_058399.1	100.000	576	1536	524	1099	49464	48889	0.0	1064
TRI1|F_poae_DAOMC252244	NC_058399.1	99.338	453	1536	1086	1536	48848	48396	0.0	819
TRI1|F_poae_DAOMC252244	NC_058399.1	100.000	349	1536	1	349	50157	49809	0.0	645
TRI1|F_poae_DAOMC252244	NC_058399.1	100.000	107	1536	348	454	49752	49646	1.01e-49	198
TRI1|F_poae_DAOMC252244	NC_058399.1	100.000	69	1536	455	523	49589	49521	1.34e-28	128
TRI5|Fusarium_graminearum	NC_058400.1	85.307	667	1128	470	1126	5879839	5880501	0.0	676
TRI5|Fusarium_graminearum	NC_058400.1	89.126	469	1128	1	469	5879310	5879778	4.85e-166	584
TRI5|Fsporotrichioides_NRRL3299	NC_058400.1	88.526	1194	1185	1	1185	5879310	5880503	0.0	1437
TRI5|Fusarium_pseudograminearum_CS3096	NC_058400.1	85.435	666	1128	470	1128	5879839	5880503	0.0	686
TRI5|Fusarium_pseudograminearum_CS3096	NC_058400.1	89.154	461	1128	1	461	5879310	5879770	2.92e-163	575
TRI5|Fusarium_poae	NC_058400.1	100.000	665	1134	470	1134	5879839	5880503	0.0	1229
TRI5|Fusarium_poae	NC_058400.1	100.000	469	1134	1	469	5879310	5879778	0.0	867
TRI6|Fusarium_graminearum	NC_058400.1	85.284	564	657	94	657	5873686	5874249	9.99e-166	582
TRI6|Fusarium_graminearum	NC_058400.1	96.000	100	657	1	100	5873557	5873656	1.54e-39	163
TRI6|Fusarium_sporotrichioides	NC_058400.1	90.291	103	657	1	103	5873557	5873656	4.35e-30	132
TRI6|Fusarium_pseudograminearum_CS3096	NC_058400.1	86.372	565	657	94	657	5873686	5874249	9.85e-176	616
TRI6|Fusarium_pseudograminearum_CS3096	NC_058400.1	95.000	100	657	1	100	5873557	5873656	7.17e-38	158
TRI6|Fusarium_poae	NC_058400.1	100.000	693	693	1	693	5873557	5874249	0.0	1280
TRI8|Fusarium_graminearum_PH-1	NC_058400.1	80.222	1350	1338	1	1338	5864377	5863037	0.0	994
TRI8|Fusarium_sporotrichioides	NC_058400.1	84.918	1346	1344	1	1344	5864377	5863037	0.0	1354
TRI8|Fusarium_poae	NC_058400.1	100.000	1341	1341	1	1341	5864377	5863037	0.0	2477
TRI11|Fusarium_graminearum_PH-1	NC_058400.1	86.879	785	1479	53	837	5886041	5885257	0.0	880
TRI11|Fusarium_graminearum_PH-1	NC_058400.1	87.425	167	1479	1159	1325	5884795	5884629	4.52e-48	193
TRI11|Fusarium_sporotrichioides	NC_058400.1	86.110	1735	1722	1	1722	5886143	5884411	0.0	1855
TRI11|Fusarium_pseudograminearum	NC_058400.1	86.879	785	1479	53	837	5886041	5885257	0.0	880
TRI11|Fusarium_pseudograminearum	NC_058400.1	87.066	317	1479	844	1158	5885189	5884875	5.45e-97	355
TRI11|Fusarium_pseudograminearum	NC_058400.1	87.500	168	1479	1159	1325	5884795	5884629	4.52e-48	193
TRI11|Fusarium_poae	NC_058400.1	99.874	796	1479	49	844	5886045	5885251	0.0	1463
TRI11|Fusarium_poae	NC_058400.1	100.000	318	1479	841	1158	5885192	5884875	4.93e-167	588
TRI11|Fusarium_poae	NC_058400.1	100.000	167	1479	1159	1325	5884795	5884629	4.30e-83	309
TRI11|Fusarium_poae	NC_058400.1	98.758	161	1479	1319	1479	5884571	5884411	2.02e-76	287
TRI12|Fusarium_pseudograminearum	NC_058400.1	80.056	712	1797	616	1326	5887998	5887288	1.33e-148	527
TRI12|Fusarium_pseudograminearum	NC_058400.1	80.259	618	1797	1	615	5888669	5888055	1.37e-128	460
TRI12|Fusarium_poae	NC_058400.1	100.000	711	1800	617	1327	5887997	5887287	0.0	1314
TRI12|Fusarium_poae	NC_058400.1	100.000	616	1800	1	616	5888669	5888054	0.0	1138
TRI12|Fusarium_poae	NC_058400.1	99.789	473	1800	1327	1799	5887234	5886762	0.0	869
TRI13|Fusarium_poae	NC_058400.1	100.000	1014	1764	1	1014	5891216	5890203	0.0	1873
TRI13|Fusarium_poae	NC_058400.1	100.000	752	1764	1013	1764	5890143	5889392	0.0	1389
TRI7|Fusarium_poae	NC_058400.1	100.000	872	1398	1	872	5865018	5865889	0.0	1611
TRI7|Fusarium_poae	NC_058400.1	100.000	528	1398	871	1398	5865936	5866463	0.0	976
TRI3|Fusarium_pseudograminearum_CS3096	NC_058400.1	81.491	778	1554	10	780	5867993	5868769	2.36e-180	632
TRI3|Fusarium_poae	NC_058400.1	100.000	789	1560	1	789	5867981	5868769	0.0	1458
TRI3|Fusarium_poae	NC_058400.1	99.793	483	1560	790	1271	5868826	5869308	0.0	885
TRI3|Fusarium_poae	NC_058400.1	100.000	133	1560	1428	1560	5869628	5869760	3.61e-64	246
TRI3|Fusarium_poae	NC_058400.1	100.000	126	1560	1303	1428	5869456	5869581	2.81e-60	233
TRI4|F_graminearum_PH-1	NC_058400.1	85.162	957	1563	247	1202	5872074	5871119	0.0	979
TRI4|F_graminearum_PH-1	NC_058400.1	90.323	186	1563	1378	1563	5870822	5870637	1.30e-63	244
TRI4|Fusarium_pseudograminearum	NC_058400.1	84.959	964	1563	247	1209	5872074	5871112	0.0	976
TRI4|Fusarium_pseudograminearum	NC_058400.1	90.323	186	1563	1378	1563	5870822	5870637	1.30e-63	244
TRI4|Fusarium_poae	NC_058400.1	100.000	966	1563	244	1209	5872077	5871112	0.0	1784
TRI4|Fusarium_poae	NC_058400.1	100.000	245	1563	1	245	5872378	5872134	1.99e-126	453
TRI4|Fusarium_poae	NC_058400.1	99.476	191	1563	1373	1563	5870827	5870637	9.64e-95	348
TRI4|Fusarium_poae	NC_058400.1	100.000	167	1563	1210	1376	5871060	5870894	4.55e-83	309
TRI10|Fusarium_pseudograminearum_CS3096	NC_058400.1	84.563	881	1263	377	1257	5881654	5882534	0.0	874
TRI10|Fusarium_pseudograminearum_CS3096	NC_058400.1	87.599	379	1263	1	379	5881201	5881579	1.24e-122	440
TRI10|Fusarium_poae	NC_058400.1	100.000	887	1263	377	1263	5881654	5882540	0.0	1639
TRI10|Fusarium_poae	NC_058400.1	100.000	378	1263	1	378	5881201	5881578	0.0	699
TRI9|XM_044858471.1:1-132	NC_058400.1	100.000	132	132	1	132	5883279	5883148	9.23e-65	244
TRI14|F_graminearum_PH-1	NC_058400.1	87.991	891	1116	187	1077	5892288	5893178	0.0	1053
TRI14|F_poae	NC_058400.1	100.000	928	928	1	928	5892288	5893215	0.0	1714
TRI17|F_graminearum_PH-1	NC_058401.1	89.683	756	756	16	756	4217148	4216394	0.0	950
TRI20|F_graminearum_PH-1	NC_058401.1	87.179	702	749	1	698	4227721	4228421	0.0	793
TRI21|F_graminearum_PH-1	NC_058401.1	91.688	794	827	34	827	4231788	4230995	0.0	1101
TRI22|Fusarium_graminearum_PH-1	NC_058400.1	92.931	1160	1681	159	1318	5063592	5062433	0.0	1688
TRI22|Fusarium_graminearum_PH-1	NC_058400.1	92.623	244	1681	1316	1559	5062361	5062118	8.03e-96	351
TRI22|Fusarium_graminearum_PH-1	NC_058400.1	94.904	157	1681	3	159	5063805	5063649	3.90e-64	246
TRI101|Fusarium_graminearum_PH-1	NC_058400.1	91.491	1469	2469	1	1462	5068055	5069522	0.0	2013
TRI101|Fusarium_graminearum_PH-1	NC_058400.1	90.268	1007	2469	1461	2467	5069571	5070577	0.0	1317
TRI201|Fusarium_graminearum_PH-1	NC_058400.1	93.173	542	1267	299	840	5065684	5066225	0.0	797
TRI201|Fusarium_graminearum_PH-1	NC_058400.1	94.649	299	1267	1	299	5065334	5065632	7.41e-130	464
