TRI1|F_pseudograminearum_CS3096	NC_031951.1	100.000	577	1539	514	1090	250608	251184	0.0	1066
TRI1|F_pseudograminearum_CS3096	NC_031951.1	100.000	450	1539	1090	1539	251237	251686	0.0	832
TRI1|F_pseudograminearum_CS3096	NC_031951.1	100.000	340	1539	1	340	249932	250271	2.54e-179	628
TRI1|F_pseudograminearum_CS3096	NC_031951.1	100.000	107	1539	339	445	250324	250430	8.50e-50	198
TRI1|F_pseudograminearum_CS3096	NC_031951.1	100.000	69	1539	446	514	250492	250560	1.13e-28	128
TRI5|Fusarium_graminearum	NC_031952.1	95.282	657	1128	470	1126	5426502	5427158	0.0	1042
TRI5|Fusarium_graminearum	NC_031952.1	95.949	469	1128	1	469	5425964	5426432	0.0	761
TRI5|Fsporotrichioides_NRRL3299	NC_031952.1	84.737	1199	1185	1	1185	5425964	5427160	0.0	1186
TRI5|Fusarium_pseudograminearum_CS3096	NC_031952.1	100.000	659	1128	470	1128	5426502	5427160	0.0	1218
TRI5|Fusarium_pseudograminearum_CS3096	NC_031952.1	100.000	469	1128	1	469	5425964	5426432	0.0	867
TRI5|Fusarium_poae	NC_031952.1	85.435	666	1134	470	1134	5426502	5427160	0.0	686
TRI5|Fusarium_poae	NC_031952.1	89.154	461	1134	1	461	5425964	5426424	2.46e-163	575
TRI6|Fusarium_graminearum	NC_031952.1	94.977	657	657	1	657	5422409	5423065	0.0	1031
TRI6|Fusarium_pseudograminearum_CS3096	NC_031952.1	100.000	657	657	1	657	5422409	5423065	0.0	1214
TRI6|Fusarium_poae	NC_031952.1	86.372	565	693	130	693	5422502	5423065	8.74e-176	616
TRI6|Fusarium_poae	NC_031952.1	95.000	100	693	1	100	5422409	5422508	6.37e-38	158
TRI8|Fusarium_graminearum_PH-1	NC_031952.1	87.069	1276	1338	1	1272	5415949	5414684	0.0	1430
TRI8|Fusarium_sporotrichioides	NC_031952.1	81.605	1234	1344	1	1229	5415949	5414725	0.0	1009
TRI8|Fusarium_pseudograminearum_CS3096	NC_031952.1	100.000	1299	1299	1	1299	5415949	5414651	0.0	2399
TRI11|Fusarium_graminearum_PH-1	NC_031952.1	93.147	788	1479	53	840	5432836	5432049	0.0	1157
