TRI1|F_pseudograminearum_CS3096	CP079833.1	97.758	1026	1539	514	1539	288242	289267	0.0	1768
TRI1|F_pseudograminearum_CS3096	CP079833.1	94.706	340	1539	1	340	287561	287900	2.58e-149	529
TRI1|F_pseudograminearum_CS3096	CP079833.1	95.327	107	1539	339	445	287957	288063	1.80e-41	171
TRI1|F_pseudograminearum_CS3096	CP079833.1	100.000	69	1539	446	514	288126	288194	1.10e-28	128
TRI5|Fusarium_graminearum	CP079829.1	94.689	659	1128	470	1128	3598952	3598294	0.0	1024
TRI5|Fusarium_graminearum	CP079829.1	97.015	469	1128	1	469	3599484	3599016	0.0	789
TRI5|Fsporotrichioides_NRRL3299	CP079829.1	85.163	1193	1185	1	1183	3599484	3598296	0.0	1210
TRI5|Fusarium_pseudograminearum_CS3096	CP079829.1	94.825	657	1128	470	1126	3598952	3598296	0.0	1026
TRI5|Fusarium_pseudograminearum_CS3096	CP079829.1	94.456	469	1128	1	469	3599484	3599016	0.0	723
TRI5|Fusarium_poae	CP079829.1	84.639	664	1134	470	1132	3598952	3598296	0.0	654
TRI5|Fusarium_poae	CP079829.1	89.339	469	1134	1	469	3599484	3599016	8.54e-168	590
TRI6|Fusarium_graminearum	CP079829.1	96.804	657	657	1	657	3603001	3602345	0.0	1098
TRI6|Fusarium_pseudograminearum_CS3096	CP079829.1	95.586	657	657	1	657	3603001	3602345	0.0	1053
TRI6|Fusarium_poae	CP079829.1	85.487	565	693	130	693	3602908	3602345	1.85e-167	588
TRI6|Fusarium_poae	CP079829.1	96.000	100	693	1	100	3603001	3602902	1.33e-39	163
TRI8|Fusarium_graminearum_PH-1	CP079829.1	98.954	1338	1338	1	1338	3611459	3612795	0.0	2392
TRI8|Fusarium_sporotrichioides	CP079829.1	82.063	1338	1344	1	1329	3611459	3612780	0.0	1118
TRI8|Fusarium_pseudograminearum_CS3096	CP079829.1	87.133	1259	1299	6	1254	3611464	3612717	0.0	1413
TRI8|Fusarium_poae	CP079829.1	79.851	1345	1341	6	1341	3611464	3612795	0.0	963
TRI11|Fusarium_graminearum_PH-1	CP079829.1	99.621	792	1479	49	840	3592702	3593493	0.0	1447
TRI11|Fusarium_graminearum_PH-1	CP079829.1	99.057	318	1479	841	1158	3593547	3593864	4.05e-162	571
TRI11|Fusarium_graminearum_PH-1	CP079829.1	94.012	167	1479	1159	1325	3593943	3594109	1.67e-66	254
TRI11|Fusarium_graminearum_PH-1	CP079829.1	93.750	160	1479	1320	1479	3594172	3594331	1.30e-62	241
TRI11|Fusarium_sporotrichioides	CP079829.1	84.413	1745	1722	1	1722	3592597	3594331	0.0	1685
TRI11|Fusarium_pseudograminearum	CP079829.1	93.274	788	1479	53	840	3592706	3593493	0.0	1162
TRI11|Fusarium_pseudograminearum	CP079829.1	96.855	318	1479	841	1158	3593547	3593864	1.91e-150	532
TRI11|Fusarium_pseudograminearum	CP079829.1	92.814	167	1479	1159	1325	3593943	3594109	3.61e-63	243
TRI11|Fusarium_pseudograminearum	CP079829.1	93.125	160	1479	1320	1479	3594172	3594331	6.04e-61	235
TRI11|Fusarium_poae	CP079829.1	86.879	785	1479	53	837	3592706	3593490	0.0	880
TRI11|Fusarium_poae	CP079829.1	86.826	167	1479	1159	1325	3593943	3594109	1.72e-46	187
TRI12|Fusarium_graminearum	CP079829.1	99.156	711	1872	617	1327	3590736	3591446	0.0	1280
TRI12|Fusarium_graminearum	CP079829.1	99.675	616	1872	1	616	3590064	3590679	0.0	1127
TRI12|Fusarium_graminearum	CP079829.1	98.716	545	1872	1328	1872	3591496	3592039	0.0	966
TRI12|Fusarium_sporotrichioides	CP079829.1	80.697	1865	1902	23	1883	3590086	3591942	0.0	1439
TRI12|Fusarium_pseudograminearum	CP079829.1	96.266	616	1797	1	615	3590064	3590678	0.0	1009
