,T-2/HT-2|GCA_001292635.1,T-2/HT-2|GCA_014898995.1,15-ADON|GCA_017656985.1,T-2/HT-2|GCA_018104275.1,T-2/HT-2|GCA_019054615.1,T-2/HT-2|GCA_019054645.1,15-ADON|GCA_019343145.1,15-ADON|GCA_020991245.1,NIV|GCA_025258505.1,NIV|GCA_032355295.1,15-ADON|GCA_037074405.1,3-ADON|GCA_037213105.1,15-ADON|GCA_037255895.1,T-2/HT-2|GCA_041870755.1,NIV|GCA_046056315.1,3-ADON|GCA_050916195.1,NIV|GCA_054553065.1,15-ADON|GCA_900044135.1,3-ADON|GCA_900074845.1,15-ADON|GCF_000240135.3,3-ADON|GCF_000303195.2,NIV|GCF_019609905.1,T-2/HT-2|GCF_050947815.1
T-2/HT-2|GCA_001292635.1,0.0,0.03054989816700611,0.18155380141254673,0.0,0.026122448979591838,0.016293279022403257,0.18087318087318088,0.17940199335548174,0.18200663349917082,0.18061309030654515,0.1798172757475083,0.17823016202742004,0.1798172757475083,0.16191275167785235,0.166872174270448,0.18302277432712216,0.18166735794276234,0.17940199335548174,0.18106312292358803,0.17940199335548174,0.18181818181818182,0.166872174270448,0.16149328859060402
T-2/HT-2|GCA_014898995.1,0.03054989816700611,0.0,0.1820821236001659,0.03054989816700611,0.039527302363488184,0.02887352582350549,0.18181818181818182,0.1791044776119403,0.1808774834437086,0.18238213399503722,0.17951907131011607,0.17793446702613025,0.17951907131011607,0.1654103852596315,0.1690603200656545,0.18272013228606862,0.1826086956521739,0.1791044776119403,0.18034825870646767,0.1791044776119403,0.18151678408619976,0.1690603200656545,0.16499162479061977
15-ADON|GCA_017656985.1,0.18155380141254673,0.1820821236001659,0.0,0.18155380141254673,0.18412302576891107,0.17917876399834093,0.0,0.03929430633520449,0.05084745762711865,0.03588709677419355,0.03969526864474739,0.03850782190132371,0.040096230954290296,0.18916666666666668,0.19494290375203915,0.04961678096006454,0.04238998788857489,0.03929430633520449,0.02888086642599278,0.03929430633520449,0.04326728669632026,0.19494290375203915,0.18875
T-2/HT-2|GCA_018104275.1,0.0,0.03054989816700611,0.18155380141254673,0.0,0.026122448979591838,0.016293279022403257,0.18087318087318088,0.17940199335548174,0.18200663349917082,0.18061309030654515,0.1798172757475083,0.17823016202742004,0.1798172757475083,0.16191275167785235,0.166872174270448,0.18302277432712216,0.18166735794276234,0.17940199335548174,0.18106312292358803,0.17940199335548174,0.18181818181818182,0.166872174270448,0.16149328859060402
T-2/HT-2|GCA_019054615.1,0.026122448979591838,0.039527302363488184,0.18412302576891107,0.026122448979591838,0.0,0.02444987775061125,0.1834442595673877,0.1803074366431242,0.18291165491497305,0.18317447161210113,0.18072289156626506,0.17996674979218621,0.18155380141254673,0.16701636592530425,0.17146381578947367,0.1868268434134217,0.183402489626556,0.1803074366431242,0.18363107602825093,0.1803074366431242,0.18397009966777408,0.17146381578947367,0.16659672681493914
T-2/HT-2|GCA_019054645.1,0.016293279022403257,0.02887352582350549,0.17917876399834093,0.016293279022403257,0.02444987775061125,0.0,0.17849730178497303,0.17661691542288557,0.17880794701986755,0.1794871794871795,0.17703150912106136,0.17544587308170884,0.17703150912106136,0.16038525963149078,0.1645465736561346,0.18065316246382804,0.17971014492753623,0.17661691542288557,0.17786069651741293,0.17661691542288557,0.17820140903439702,0.1645465736561346,0.15996649916247907
15-ADON|GCA_019343145.1,0.18087318087318088,0.18181818181818182,0.0,0.18087318087318088,0.1834442595673877,0.17849730178497303,0.0,0.03932584269662921,0.05048465266558966,0.03551251008878128,0.039727126805778494,0.03853873946206343,0.04012841091492777,0.188907422852377,0.1946938775510204,0.04965684295518773,0.04202020202020202,0.03932584269662921,0.02890405459654757,0.03932584269662921,0.04330230675839741,0.1946938775510204,0.1884904086738949
15-ADON|GCA_020991245.1,0.17940199335548174,0.1791044776119403,0.03929430633520449,0.17940199335548174,0.1803074366431242,0.17661691542288557,0.03932584269662921,0.0,0.05150905432595573,0.05669481302774427,0.00039936102236421724,0.007191370355573312,0.0023961661341853034,0.18617242815493545,0.19445576844679985,0.04625905068382945,0.05434782608695652,0.0,0.026,0.0,0.04973716134249899,0.19445576844679985,0.18575593502707205
NIV|GCA_025258505.1,0.18200663349917082,0.1808774834437086,0.05084745762711865,0.18200663349917082,0.18291165491497305,0.17880794701986755,0.05048465266558966,0.05150905432595573,0.0,0.042868589743589744,0.05191146881287726,0.0499194847020934,0.05150905432595573,0.1916839916839917,0.199023199023199,0.035270541082164326,0.034095467308463696,0.05150905432595573,0.04909456740442656,0.05150905432595573,0.053247277127874144,0.199023199023199,0.19126819126819128
NIV|GCA_032355295.1,0.18061309030654515,0.18238213399503722,0.03588709677419355,0.18061309030654515,0.18317447161210113,0.1794871794871795,0.03551251008878128,0.05669481302774427,0.042868589743589744,0.0,0.057096903900281465,0.05510860820595334,0.05669481302774427,0.18944744495222268,0.1988613257421716,0.04878048780487805,0.0244,0.05669481302774427,0.045436268596702856,0.05669481302774427,0.05112721417069243,0.1988613257421716,0.18903199002908183
15-ADON|GCA_037074405.1,0.1798172757475083,0.17951907131011607,0.03969526864474739,0.1798172757475083,0.18072289156626506,0.17703150912106136,0.039727126805778494,0.00039936102236421724,0.05191146881287726,0.057096903900281465,0.0,0.0075908909308829405,0.0027955271565495207,0.18658892128279883,0.19486343253159397,0.04666130329847144,0.05475040257648953,0.00039936102236421724,0.0264,0.00039936102236421724,0.05014152850788516,0.19486343253159397,0.18617242815493545
3-ADON|GCA_037213105.1,0.17823016202742004,0.17793446702613025,0.03850782190132371,0.17823016202742004,0.17996674979218621,0.17544587308170884,0.03853873946206343,0.007191370355573312,0.0499194847020934,0.05510860820595334,0.0075908909308829405,0.0,0.007191370355573312,0.18416666666666667,0.19208809135399674,0.0454728370221328,0.052758759565042286,0.007191370355573312,0.024809923969587835,0.007191370355573312,0.04813915857605178,0.19208809135399674,0.18375
15-ADON|GCA_037255895.1,0.1798172757475083,0.17951907131011607,0.040096230954290296,0.1798172757475083,0.18155380141254673,0.17703150912106136,0.04012841091492777,0.0023961661341853034,0.05150905432595573,0.05669481302774427,0.0027955271565495207,0.007191370355573312,0.0,0.18700541441066224,0.1940481043620057,0.04706355591311343,0.05434782608695652,0.0023961661341853034,0.026,0.0023961661341853034,0.04973716134249899,0.1940481043620057,0.18658892128279883
