,T-2/HT-2|GCA_001292635.1,T-2/HT-2|GCA_014898995.1,15-ADON|GCA_017656985.1,T-2/HT-2|GCA_018104275.1,T-2/HT-2|GCA_019054615.1,T-2/HT-2|GCA_019054645.1,15-ADON|GCA_019343145.1,15-ADON|GCA_020991245.1,NIV|GCA_025258505.1,NIV|GCA_032355295.1,15-ADON|GCA_037074405.1,3-ADON|GCA_037213105.1,15-ADON|GCA_037255895.1,T-2/HT-2|GCA_041870755.1,NIV|GCA_046056315.1,3-ADON|GCA_050916195.1,NIV|GCA_054553065.1,15-ADON|GCA_900044135.1,3-ADON|GCA_900074845.1,15-ADON|GCF_000240135.3,3-ADON|GCF_000303195.2,NIV|GCF_019609905.1,T-2/HT-2|GCF_050947815.1
T-2/HT-2|GCA_001292635.1,0.0,0.012751677852348993,0.15580926796507724,0.0006711409395973154,0.015436241610738255,0.016107382550335572,0.15591397849462366,0.15782404298186703,0.14976494291470785,0.15120967741935484,0.15782404298186703,0.16319677635997312,0.15983881799865682,0.12760241773002015,0.13288590604026845,0.15513767629281397,0.14573539288112827,0.15782404298186703,0.15983881799865682,0.15782404298186703,0.14912280701754385,0.13288590604026845,0.12827400940228342
T-2/HT-2|GCA_014898995.1,0.012751677852348993,0.0,0.15312290127602418,0.012080536912751677,0.016107382550335572,0.015436241610738255,0.1532258064516129,0.1544660846205507,0.14439220953660176,0.14583333333333334,0.1544660846205507,0.15782404298186703,0.15648085963734049,0.12424445936870383,0.12818791946308725,0.15043653458697112,0.14036265950302215,0.1544660846205507,0.1544660846205507,0.1544660846205507,0.14439946018893388,0.12818791946308725,0.12491605104096709
15-ADON|GCA_017656985.1,0.15580926796507724,0.15312290127602418,0.0,0.15513767629281397,0.1524513096037609,0.15648085963734049,0.0,0.01871657754010695,0.06283422459893048,0.06421404682274247,0.01871657754010695,0.07152406417112299,0.01871657754010695,0.14285714285714285,0.14209115281501342,0.06951871657754011,0.06216577540106952,0.01871657754010695,0.06751336898395723,0.01871657754010695,0.06186953597848016,0.14209115281501342,0.14218645204560698
T-2/HT-2|GCA_018104275.1,0.0006711409395973154,0.012080536912751677,0.15513767629281397,0.0,0.01476510067114094,0.015436241610738255,0.15524193548387097,0.15715245130960376,0.1490933512424446,0.15053763440860216,0.15715245130960376,0.16252518468770988,0.15916722632639355,0.12693082605775688,0.13221476510067115,0.1544660846205507,0.145063801208865,0.15715245130960376,0.15916722632639355,0.15715245130960376,0.1484480431848853,0.13221476510067115,0.12760241773002015
T-2/HT-2|GCA_019054615.1,0.015436241610738255,0.016107382550335572,0.1524513096037609,0.01476510067114094,0.0,0.0087248322147651,0.15255376344086022,0.15312290127602418,0.14640698455339154,0.1478494623655914,0.15312290127602418,0.16252518468770988,0.15513767629281397,0.12222968435191403,0.12885906040268458,0.1524513096037609,0.1430490261920752,0.15312290127602418,0.15782404298186703,0.15312290127602418,0.14642375168690958,0.12885906040268458,0.1229012760241773
T-2/HT-2|GCA_019054645.1,0.016107382550335572,0.015436241610738255,0.15648085963734049,0.015436241610738255,0.0087248322147651,0.0,0.15658602150537634,0.15715245130960376,0.14842175957018133,0.14919354838709678,0.15715245130960376,0.16252518468770988,0.15916722632639355,0.1229012760241773,0.12885906040268458,0.15513767629281397,0.14439220953660176,0.15715245130960376,0.15648085963734049,0.15715245130960376,0.14912280701754385,0.12885906040268458,0.12357286769644056
15-ADON|GCA_019343145.1,0.15591397849462366,0.1532258064516129,0.0,0.15524193548387097,0.15255376344086022,0.15658602150537634,0.0,0.018729096989966554,0.06287625418060201,0.0642570281124498,0.018729096989966554,0.07157190635451505,0.018729096989966554,0.1429530201342282,0.14218645204560698,0.06956521739130435,0.06220735785953177,0.018729096989966554,0.06755852842809365,0.018729096989966554,0.06191117092866756,0.14218645204560698,0.14228187919463087
15-ADON|GCA_020991245.1,0.15782404298186703,0.1544660846205507,0.01871657754010695,0.15715245130960376,0.15312290127602418,0.15715245130960376,0.018729096989966554,0.0,0.06462358427714857,0.06533333333333333,0.0,0.06329113924050633,0.005329780146568954,0.14621059691482227,0.1447721179624665,0.07152406417112299,0.06462358427714857,0.0,0.06129247168554297,0.0,0.06724949562878278,0.1447721179624665,0.14553990610328638
NIV|GCA_025258505.1,0.14976494291470785,0.14439220953660176,0.06283422459893048,0.1490933512424446,0.14640698455339154,0.14842175957018133,0.06287625418060201,0.06462358427714857,0.0,0.023333333333333334,0.06462358427714857,0.06928714190539641,0.06528980679546968,0.14084507042253522,0.13941018766756033,0.07954545454545454,0.028647568287808126,0.06462358427714857,0.06795469686875416,0.06462358427714857,0.06859448554135844,0.13941018766756033,0.14017437961099932
NIV|GCA_032355295.1,0.15120967741935484,0.14583333333333334,0.06421404682274247,0.15053763440860216,0.1478494623655914,0.14919354838709678,0.0642570281124498,0.06533333333333333,0.023333333333333334,0.0,0.06533333333333333,0.06933333333333333,0.06533333333333333,0.138255033557047,0.14151576123407109,0.07892976588628763,0.027333333333333334,0.06533333333333333,0.06733333333333333,0.06533333333333333,0.06729475100942127,0.14151576123407109,0.13758389261744966
